IMDESC,ITMDSC,PRICCD,IMLIST,IMTCST,GROUP,IMSTYL,IMSER,IMRANK,IMGEN,IMXRBC,IMVND,ITEM,IMMCST
"SUMMIT 24"" UNDERCOUNTER BEVERAG",E CENTER - ADA COMPLIANT - STAINLESS    ,0,1195,885,76,RR,S,7,49400823,                    ,40494,AL57G                                   ,885
"SUMMIT 24"" BUILT IN BEER DISPEN",SER - 5.5CF CAPACITY - DUAL TAP - SST   ,0,2920,1825,76,RR,S,7,49400914,                    ,40494,SBC56GBIADA                             ,0
FISHER PAYKEL SINGLE TALL DISH ,DRAWER - SST - FLUSH HANDLE             ,0,849,799.2,75,RK,S,7,50403113,                    ,40575,DD24SCTX9                               ,599
"JENN-AIR 36"" DOWNDRAFT - STAINL",ESS                                     ,0,1315,1133.1,73,RH,S,7,57502265,                    ,40752,JXD7036YS                               ,919
"JENNAIR 36"" PRO WALL HOOD - SST",                                        ,0,2399,1586.7,73,RG,S,7,57502877,                    ,40752,JXW9036HP                               ,1759
"FISHER & PAYKEL 24""DBLE DISH DR",AWER-TALL/PANEL READY                   ,0,1375,1519.2,75,RK,S,7,57503049,                    ,40575,DD24DTI9N                               ,1039
"FISHER & PAYKEL 24""SINGLE TALL ",DISH DRAWER-PANEL READY                 ,0,825,799.2,75,RK,S,7,57503057,                    ,40575,DD24STI9_N                              ,599.2
FISHER-PAYKEL DOUBLE DISHWASHER, DRAWER - PANEL READY                   ,0,1699,1279.2,75,RK,S,7,57503122,                    ,40575,DD24DI9_N                               ,1279.2
MIELE PLATE & CUP WARMER       ,                                        ,0,1049,744.09,70,RY,S,9,59405607,                    ,40594,EGW2062                                 ,730.73
MIELE DISHWASHER SALT          ,                                        ,0,19.99,10.93,78,RZ,N,7,59405714,                    ,40594,7843490,7.77
MIELE COFFEE PLUMBED-PURE LINE/,SST/M TOUCH                             ,0,4299,3475.48,79,RX,S,7,59406556,                    ,40594,CVA6805                                 ,3166.48
MIELE ADAPTOR FOR LAUNDRY      ,                                        ,0,65,42.49,78,RZ,N,7,59407778,                    ,40594,NEMA 14-30                              ,37.85
MIELE BUILT IN PLUMBED COFFEE M,ACHINE - CLEAN TOUCH STAINLESS          ,0,5799,4479.73,79,RX,S,7,59408031,                    ,40594,CVA7845CTS                              ,4479.73
"DACOR 27"" TRIM KIT             ",                                        ,0,330,113.68,83,AA,N,7,63901691,                    ,40639,AMTK27SS                                ,216
"DACOR 48""INTERATED HOOD LINER  ",                                        ,0,450,240,83,AA,N,7,63903324,                    ,40639,IHL48                                   ,300
"DACOR 52"" OUTDOOR VINYL GRILL C",OVER                                    ,0,229,149,78,RZ,N,7,63906774,                    ,40639,OVCB52                                  ,149
"DACOR 24"" FRIG/FREEZER DOOR PAN",EL - LEFT HINGE - GRAPHITE STAINLESS    ,0,899,430.5,78,RZ,N,7,63906831,                    ,40639,RAC24DPLHMS                             ,615
"DACOR 24"" FRIG/FREEZER DOOR PAN",EL - RIGHT HINGE - GRAPHITE STAINLESS   ,0,899,430.5,78,RZ,S,7,63906849,                    ,40639,RAC24DPRHMS                             ,615
"30"" EPICURE HANDLE SET         ",                                        ,0,199,123.76,78,RZ,N,7,63907219,                    ,40639,AHHES30                                 ,119
"DACOR MODERNIST GRIDDLE FOR 48""", RANGE                                  ,0,499,299,78,RZ,N,7,63907285,                    ,40639,AMG48                                   ,299
TRIM KIT FOR FGMO205K          ,                                        ,0,156,78,79,RX,S,9,67002825,                    ,40700,MWTK30KF                                ,75
FRIGIDAIRE SS TRIM KIT FRI/FRZ ,                                        ,0,290,217,78,RZ,N,7,67002940,                    ,40700,TRIMKITEZ2                              ,203
FRIGIDAIRE 2.0CU FT MICRO - SST,                                        ,0,299,257,79,RX,S,7,67003154,                    ,40700,FGMO205KF                               ,156
FRIGIDAIRE 2.0CFPRO MICRO - SST,                                        ,0,359,175,79,RX,S,7,67003245,                    ,40700,FPMO209RF                               ,198
"FRIDIDAIRE 30"" CHIMNEY HOOD-SST",                                        ,0,500,233,73,RG,S,7,67003279,                    ,40700,FHWC3055LS                              ,282
"SHARP 27""MICRO KIT FOR R530-ES ",                                        ,0,195,151.5,78,RZ,N,7,67003427,                    ,40670,RK51S27                                 ,137
"SHARP 24"" MICROWAVE DRAWER-SST ",                                        ,0,1149,774,79,RX,S,7,67003469,                    ,40670,KB6524PSY                               ,641
"FRIGIDAIRE 36"" 400 CFM HOOD SST",                                        ,0,589,385,73,RG,S,7,67003576,                    ,40700,FHWC3655LS                              ,352
FRIGIDAIRE RECIRC FILTER FOR   ,FHWC3655LS                              ,0,88,56,78,RZ,N,7,67003584,                    ,40700,FHWRKT55LS                              ,44
"SHARP 30"" MICROWAVE TRIM KIT   ",                                        ,0,199,139,78,RZ,N,7,67004053,                    ,40670,RK51S30                                 ,139
"FRIGIDAIRE GALLERY 30"" GAS COOK",TOP - SST                               ,0,715,426,72,RE,S,7,67004483,                    ,40700,FGGC3045QS                              ,499
"FRIGIDAIRE GALLERY 30"" MICROWAV",E TRIM KIT - STAINLESS                  ,0,129,115,78,RZ,N,7,67004540,                    ,40700,FFMOTK30LS                              ,88
ELECTROLUX SINGLE TRIM KIT FOR ,"ALL FRIG/FREEZER 79""H                   ",0,259,139,78,RZ,S,7,67004722,                    ,40700,TRIMKITSS1                              ,176
"FRIGIDAIRE 30"" UNDER CABINET HO",OD - 400CFM - STAINLESS                 ,0,299,180.75,73,RG,S,7,67004855,                    ,40700,FHWC3040MS                              ,186
"FRIGIDAIRE GALLERY 36"" GAS COOK",TOP - STAINLES                          ,0,865,600,72,RE,S,7,67004920,                    ,40700,FGGC3645QS                              ,422
"BROAN 15"" COMPACTOR- SST       ",                                        ,0,1425,713,75,RL,S,7,67005209,                    ,40670,15XESS                                  ,693
FRIGIDAIRE 4' RANGE CORD       ,                                        ,0,20,8.25,78,RZ,N,7,67005217,                    ,40700,5304512984,8.99
LG DRYER- CHR                  ,                                        ,0,1209,847,77,RU,S,7,67005259,                    ,40670,DLEX3570V                               ,847
"SHARP 24"" MICRO DRAWER- NO HAND",LE- SST                                 ,0,1389,949,79,RX,S,7,67005358,                    ,40670,SMD2470ASY                              ,852
FRIGIDAIRE 19CF ALL REFRIGERATO,R - SST                                 ,0,2118,1482.35,76,RQ,S,7,67005481,                    ,40700,FPRU19F8RF                              ,1482.35
FRIGIDAIRE GALLERY 19CF ALL FRE,EZER - SST                              ,0,1599,950,76,RQ,S,7,67005770,                    ,40700,FGFU19F6QF                              ,780
FRIGIDIARE DISHWASHER / BLACK  ,                                        ,0,365,226.23,75,RK,S,7,67005811,                    ,40700,FFBD2406NB                              ,235
"SHARP 30"" MICROWAVE DRAWER - SS",T- NO HANDLE                            ,0,1489,1018,78,RZ,S,7,67005895,                    ,40670,SMD3070ASY                              ,922
"FRIGIDAIRE 30"" 5 BURNER GAS COO",KTOP - SST                              ,0,1149,674,72,RE,S,7,67005902,                    ,40700,FPGC3077RS                              ,578
"FRIGIDAIRE PRO 36"" GAS COOKTOP ",- SST                                   ,0,1449,750,72,RE,S,7,67005936,                    ,40700,FPGC3677RS                              ,1014
FRIGIDAIRE 7.0CF ELEC STEAM DRY,ER / SILVER                             ,0,857,600,77,RU,S,7,67005978,                    ,40700,FFSE5115PA                              ,856
FRIGIDAIRE FHWC30 & 3655LS 10' ,HOOD EXTENTION                          ,0,95,73.7,73,RH, ,7,67005986,                    ,40700,FHW10X55LS                              ,62
"FRIGIDAIRE PRO 30"" UPPER CONVEC",TION DOUBLE OVEN - SST                  ,0,2999,1254,74,RI,S,7,67006124,                    ,40700,FPET3077RF                              ,1600
"FRIGIDAIRE 30"" SST REC. HOOD   ",                                        ,0,95,68,73,RG,S,7,67006140,                    ,40700,FHWC3025MS                              ,65
SHARP FLUSH MOUNT DEFLECTOR VEN,T FOR SMD2470AS                         ,0,59,36,78,RZ,N,7,67006190,                    ,40670,SKMD24FOAS                              ,36
FRIGIDAIRE 10' DUCT EXTENTION F,OR FHWC30&36                            ,0,115,91.29,78,RZ, ,7,67006223,                    ,40700,FHW10X60LS                              ,77
"TECHNOGAS 36"" 600CFM DECO HOOD ",- BLACK/BRONZE                          ,0,2599,775,73,RG,S,7,67006372,                    ,40670,HD361BT-NB                              ,1550
FRIGIDAIRE PROFESSIONAL DISHWAS,HER - SST                               ,0,999,497,75,RK,S,7,67006471,                    ,40700,FPID2498SF                              ,557
4' GAS LINE                    ,                                        ,0,35,9.76,78,RZ,N,7,67006489,                    ,40700,5304432129,9.76
FRIGIDAIRE GALLERY SST TUB DISH,WASHER - SST                            ,0,799,369,75,RK,S,7,67006504,                    ,40700,FGID2476SF                              ,478
"LIEBHERR 28"" FREE STANDING WINE", CABINET - 178 BOTTLE - 3 ZONE - SST    ,0,5949,1907.5,76,RQ,S,7,67006538,                    ,40670,WS-17800                                ,3815
FRIGIDAIRE TOP LOAD WASHER - WH,ITE                                     ,0,505,344,77,RS,S,7,67006603,                    ,40700,FFTW4120SW                              ,350
FRIGIDIARE ELECTRIC DRYER - WHI,TE                                      ,0,899,344,77,RU,S,7,67006611,                    ,40700,FFRE4120SW                              ,350
"FRIG. 30"" ELECTRIC RANGE /BLK  ",                                        ,0,635,414,71,RA,S,7,67006629,                    ,40700,FFEF3054TB                              ,423
FRIGIDAIRE ELEC RANGE / SST    ,                                        ,0,699,475,71,RA,S,7,67006637,                    ,40700,FFEF3054TS                              ,463
"FRIGIDAIRE 30"" GAS RANGE / BLAC",K                                       ,0,659,460,71,RB,S,7,67006645,                    ,40700,FFGF3054TB                              ,457
"FRIGIDAIRE 30"" GAS RANGE /SST  ",                                        ,0,759,499.24,71,RB,S,7,67006653,                    ,40700,FFGF3054TS                              ,492
FRIG MICRO/HOOD COMBO SST      ,                                        ,0,299,175,79,RX,S,7,67006728,                    ,40700,FFMV1645TS                              ,194
FRIG 26CF SXS FRIG / SST       ,                                        ,0,1195,699,76,RN,S,7,67006744,                    ,40700,FFSS2625TS                              ,834
GALLERY SXS STD DEPTH FRIG - SS,T                                       ,0,1700,959,76,RN,S,7,67006827,                    ,40700,FGSS2635TF                              ,930
FRIGIDAIRE 27CF FRENCH DOOR - S,TAINLESS                                ,0,2655,1302,76,RO,S,7,67007007,                    ,40700,FGHB2868TF                              ,1618
FRIGIDAIRE 52 BOTTLE UNDERCOUNT,ER WINE COOLER - SST                    ,0,599,511,76,RR,S,7,67007164,                    ,40700,FGWC5233TS                              ,0
"FRIGIDAIRE 27"" TRIM KIT FOR 1.6",CF MICROWAVE                            ,0,135,103,78,RZ,S,7,67007198,                    ,40700,FFMOTK27LS                              ,88
FRIGIDIARE FRONT CONTROL DISHWA,SHER - SST                              ,0,338,222,75,RK,S,3,67007205,                    ,40700,FFCD2413US                              ,235
FRIG D/W WAS FFBD2408NB        ,                                        ,0,335,213,75,RK,S,7,67007213,                    ,40700,FFCD2413UB                              ,232
FRIGIDARE DISHWASHER - REPLACES, FFBD2412                               ,0,448,275,75,RK,S,7,67007221,                    ,40700,FFCD2418US                              ,236
FRIGIDAIRE 2.0CF MICROWAVE - SS,T                                       ,0,399,197.02,79,RX,S,7,67007271,                    ,40700,FGMO226NUF                              ,155
"30"" TRIM KIT FOR 2.0CF MICROWAV",E - FGMO226NUF                          ,0,156,120,78,RZ,S,9,67007289,                    ,40700,MWTK30FGUF                              ,78
SHARP FLUSH MOUNT DEFLECTOR VEN,T FOR SMD3070F0AS                       ,0,199,36,78,RZ,N,7,67007346,                    ,40670,SKMD30F0AS                              ,36
"FRIGIDAIRE GALLERY 27"" MICROWAV",E TRIM KIT - SST                        ,0,135,75,78,RZ,S,7,67007445,                    ,40700,MWTK27FGUF                              ,92
"FRIGIDAIRE 30"" ELEC COOKTOP/ BL",ACK                                     ,0,550,281,72,RF,S,7,67007453,                    ,40700,FFEC3025UB                              ,235
FRIGIDAIRE ADA FRONT CONTROL DI,SHWASHER - SST                          ,0,799,281,75,RK, ,7,67007627,                    ,40700,FFBD2420US                              ,623
FRIGIDAIRE 30 MICRO TRIM/BLK-SS,T                                       ,0,160,112,78,RZ,N,7,67007669,                    ,40700,MWTK30FGUD                              ,112
FRIGIDAIRE ELEC SLIDE-IN RANGE ,                                        ,0,975,701,71,RA,S,7,67007718,                    ,40700,FFEH3054US                              ,694
"FRIGIDAIRE GALLERY 30"" ALL GAS ",RANGE SLIDE IN RANGE - STAINLESS        ,0,1899,850,71,RB,S,7,67007734,                    ,40700,FGGH3047VF                              ,800
FRIGIDAIRE GALLERY 1.7CF OVER-T,HE-RANGE MICROWAVE - STAINLESS          ,0,399,212,79,RX,S,7,67007809,                    ,40700,FGMV17WNVF                              ,198
FRIGIDAIRE ELEC GALLERY RANGE/W,AS FGEF3036TF                           ,0,879,561,71,RA,S,7,67007817,                    ,40700,GCRE3038AF                              ,615
FRIG MICRO/HOOD COMBO/WAS FFMV1,645TS                                   ,0,299,175,79,RX,S,7,67007825,                    ,40700,FFMV1846VS                              ,192
FRIGIDAIRE GALLERY GAS RANGE - ,STAINLESS / WAS FGGF3036TF              ,0,847,639,71,RB,S,7,67007841,                    ,40700,GCRG3038AF                              ,593
FRIGIDAIRE 1.8 CF MICRO HOOD / ,BLACK                                   ,0,210,147,79,RX,S,7,67007859,                    ,40700,FFMV1846VB                              ,147
"FRIGIDAIRE GALLERY 30"" FRONT CO",NTROL ELECTRIC RANGE - STAINLESS        ,0,1075,800,71,RA,S,7,67007867,                    ,40700,FGEH3047VF                              ,750
"FRIGIDAIRE 36"" GLASS CANOPY WAL",L HOOD - STAINLESS                      ,0,660,487.13,73,RG,S,7,67007875,                    ,40700,FHWC3660LS                              ,462
FRIGIDAIRE 19CF PROFESSIONAL AL,L FREEZER - STAINLESS                   ,0,2599,1696,76,RQ,S,7,67007916,                    ,40700,FPFU19F8WF                              ,1550
FRIGIDAIRE 19CF PROFESSIONAL AL,L REFRIGERATOR - STAINLESS              ,0,2599,1696,76,RQ,S,7,67007924,                    ,40700,FPRU19F8WF                              ,1550
FRIGIDAIRE 55DBA DISHWASHER - B,LACK                                    ,0,340,238,75,RK,S,7,67008005,                    ,40700,FFCD2418UB                              ,213
FRIGIDAIRE GALLERY 5.3CF UNDERC,OUNTER BEVERAGE CENTER - STAINLESS      ,0,585,603,76,RR,S,7,67008039,                    ,40700,FGBC5334VS                              ,409
"79"" FLAT DUAL TWIN TRIM KIT - S",TAINLESS                                ,0,499,396,78,RZ,N,7,67008089,                    ,40700,912000494,295
FRIGIDAIRE TOP MOUNT REFRIGERAT,OR ICE MAKER KIT                        ,0,89,42,78,RZ,N,7,67008097,                    ,40700,IM117000                                ,42
"FRIGIDAIRE 79"" DUAL LOUVERED TR",IM KIT - STAINLESS                      ,0,699,416,78,RZ,S,7,67008112,                    ,40700,912000495,275
"FRIGIDAIRE 30"" MICRO/OVEN COMBO",/SST                                    ,0,2799,1450,74,RI,S,7,67008138,                    ,40700,FGMC3066UF                              ,1425
"PROFESSIONAL 30"" GAS AIR FRY RA",NGE - STAINLESS                         ,0,2143,1437,71,RB,S,7,67008154,                    ,40700,PCFG3078AF                              ,0
"GALLERY 30"" ELECTRIC AIR FRY RA",NGE - STAINLESS                         ,0,1165,561,71,RA,S,7,67008162,                    ,40700,GCRE3060AF                              ,0
SMART CHOICE 1/3HP CONTINUOUS C,ORDED DISPOSAL - 2400RPM                ,0,79,48,75,RL,S,7,67008211,                    ,40700,SC03DISPC1                              ,48.61
FRIGIDAIRE 1.8CF OVER-THE-RANGE, MICROWAVE - STAINLESS                  ,0,299,219,79,RX,S,7,67008237,                    ,40700,FFMV1845VS                              ,192
"FRIGIDAIRE PRO 30"" SLIDE IN    ",ELECTRIC RANGE - STAINLESS              ,0,1899,1329,71,RB,S,7,67008279,                    ,40700,PCFE3078AF                              ,1479
FRIGIDAIRE STANDARD DEPTH SIDE-,BY-SIDE REFRIGERATOR - STAINLESS        ,0,1195,781,76,RN,S,7,67008295,                    ,40700,FRSS2623AS                              ,1150
FRIGIDAIRE GALLERY 25.6CF SIDE-,BY-SIDE REFRIGERATOR - STAINLESS        ,0,1670,959,76,RN,S,7,67008302,                    ,40700,GRSS2652AF                              ,1169
FRIGIDAIRE GALLERY GAS RANGE W/,AIR-FRY                                 ,0,1249,639,71,RB,S,7,67008336,                    ,40700,GCRG3060AF                              ,896
FRIGIDAIRE TWINS PAIRING KIT   ,                                        ,0,199,0.01,78,RZ,N,7,67008360,                    ,40700,912000542,0.01
FRIGIDAIRE 17CF CD FRENCH DOOR ,                                        ,0,1805,1263,76,RO,S,7,67008386,                    ,40700,FRFG1723AV                              ,1263
GALLERY 22CF COUNTER DEPTH 4 DO,OR FRENCH DOOR FRIDGE - STAINLESS       ,0,1899,1302,76,RO,S,7,67008394,                    ,40700,FG4H2272UF*                             ,1306
FRIGIDAIRE GAL GAS RANGE/BLK-SS,T / AIR FRY                             ,0,1142,658,71,RB,S,7,67008419,                    ,40700,GCRG3060AD                              ,941
"FRIGIDAIRE NEW 30"" SNGL GALLERY", OVEN                                   ,0,1950,757,74,RI,S,7,67008427,                    ,40700,GCWS3067AF                              ,1367
"FRIGIDAIRE 30"" SNGL OVEN/FAN CO",NV                                      ,0,1500,1124.14,74,RI,S,7,67008435,                    ,40700,FCWS3027AS                              ,1053
FRIGIDAIRE DOUBLE FAN CONV OVEN,                                        ,0,1875,1424.5,74,RI,S,7,67008443,                    ,40700,FCWD3027AS                              ,1499
"GALLERY 30"" DOUBLE WALL OVEN - ",STAINLESS                               ,0,1999,1057,74,RI,S,7,67008469,                    ,40700,GCWD3067AF                              ,1057
FRIGIDAIRE F.D./DISP/WAS FFHB27,50TS                                    ,0,2367,1450,76,RO,S,7,67008477,                    ,40700,FRFS2823AS                              ,1894
FRIGIDAIRE B.I. MICRO FOR JONES,                                        ,0,285,200,79,RX,S,7,67008493,                    ,40700,GMBS3068AF*                             ,200
"FRIGIDAIRE 30"" TKIT FOR GMBS FO",R JONES                                 ,0,135,95,78,RZ,S,7,67008500,                    ,40700,GMTK3068AF*                             ,95
"FRIGIDIARE 27"" TKIT FOR GMBS FO",R JONES                                 ,0,128,90,78,RZ,S,7,67008518,                    ,40700,GMTK2768AF*                             ,90
"SHARP 24"" CONVECTION MICROWAVE ",DRAWER - STAINLESS                      ,0,2499.99,1619,79,RX,S,7,67008526,                    ,40670,SMD2499FS                               ,1429
FRIGIDAIRE 226F MICRO FOR CRESC,ENT                                     ,0,321,200,79,RX,S,7,67008542,                    ,40700,FGMO226NUF*                             ,221
FRIGIDAIRE 2.2 CF MICROWAVE    ,                                        ,0,425,237.03,79,RX,S,7,67008550,                    ,40700,GMBS3068AF                              ,299
"FRIGIDAIRE 30"" MICRO TRIM FOR G",MBS3068AF                               ,0,175,88.99,78,RZ,S,7,67008568,                    ,40700,GMTK3068AF                              ,122
FRIGIDAIRE 49DBA TOP CONTROL 3R,D RACK DISHWASHER - STAINLESS           ,0,629,439,75,RK,S,7,67008617,                    ,40700,FDSH4501AS                              ,439
"FRIGIDAIRE 36"" UNDERCABINET HOO",D - STAINLESS                           ,0,315,220,73,RG,S,7,67008625,                    ,40700,FHWC3640MS                              ,220
"FRIGIDAIRE 30"" ELECTRIC COOKTOP", - BLACK GLASS W/SST TRIM               ,0,859,600,72,RF,S,7,67008633,                    ,40700,FFEC3025US                              ,600
FRIGIDAIRE 26CF SXS FRIDGE/DISP,/ BLACK                                 ,0,1399,715,76,RN,S,7,67008659,                    ,40700,FRSS2623AB                              ,1049
FRIG GAL STD DEPTH F.DOOR/DISP ,/WAS FGHB2868TF                         ,0,2999,1302,76,RO,S,7,67008667,                    ,40700,GRFS2853AF                              ,2104
"FRIGIDAIRE 30"" MICRO/OVEN COMBO", - STAINLESS                            ,0,2429,1700,74,RI,S,7,67008675,                    ,40700,FCWM3027AS                              ,1700
"FRIGIDAIRE 36"" ELECTRIC COOKTOP", - STAINLESS TRIM                       ,0,699,650,72,RF,S,7,67008732,                    ,40700,FFEC3625US                              ,0
WAS FGID2466QF                 ,                                        ,0,557,327,75,RK,S,7,67008758,                    ,40700,GDPH4515AF                              ,557
FRIGIDAIRE GALLERY 23CF COUNTER, DEPTH FRENCH DOOR FRIDGE - STAINLESS   ,0,2799,1923,76,RO,S,7,67008815,                    ,40700,GRFC2353AF                              ,1923
FRIGIDAIRE PROFESSIONAL 23CF CO,UNTER DEPTH FRIDGE - STAINLESS          ,0,3999,2435,76,RO,S,7,67008823,                    ,40700,PRFG2383AF                              ,0
"FRIGIDAIRE 30"" GALLERY C'TOP / ",WAS FGGC3047QS                          ,0,788,477,72,RE,S,7,67008849,                    ,40700,GCCG3048AS                              ,477
"FRIGIDAIRE 36""GAS COOKTOP / WAS", FGGC3645QS                             ,0,1000,630,72,RE,S,7,67008857,                    ,40700,GCCG3648AS                              ,700
FRIGIDAIRE GAL MICRO/HOOD      ,                                        ,0,399,212,79,RX,S,7,67008881,                    ,40700,FGMV17WNVF*                             ,175
FRIGIDAIRE PRO 2.2CF MICROWAVE ,- BLACK                                 ,0,685,304,79,RX,S,7,67008906,                    ,40700,PMBS3080AF                              ,479
"FRIGIDAIRE 30"" GAS COOKTOP - ST",AINLESS                                 ,0,999,400,72,RE,S,7,67008930,                    ,40700,FCCG3027AS                              ,400
FRIGIDAIRE PRO F.D FRIDGE/WAS F,PBS2778AF                               ,0,2610,1795,76,RO,S,7,67008948,                    ,40700,PRFS2883AF                              ,1686
"FRIGIDAIRE PROFESSIONAL 30"" MIC",ROWAVE TRIM KIT - STAINLESS             ,0,299,75,78,RZ,S,7,67008964,                    ,40700,PMTK3080AF                              ,75
"FRIGIDAIRE PRO 30"" DOUBLE OVEN ",- STAINLESS                             ,0,4599,1254,74,RI,S,7,67008972,                    ,40700,PCWD3080AF                              ,0
FRIGIDAIRE GALL MICRO/HOOD  WAS, FGMV17WNVF                             ,0,399,212,79,RX,S,7,67009003,                    ,40700,GMOS1962AF                              ,291
"FRIGIDAIRE 36"" GAS COOKTOP - ST",AINLESS                                 ,0,799,500,72,RE,S,7,67009029,                    ,40700,FCCG3627AS                              ,500
FRIG/PRO BTM DISPLAY MICRO/HOOD,COMBO/ WAS FPBM3077RF                   ,0,710,542,79,RX,S,7,67009144,                    ,40700,PMOS1980AF                              ,437
"FRIGIDAIRE 30"" GALLERY ELEC COO",KTOP /STAINLESS TRIM                    ,0,645,409.2,72,RF,S,7,67009152,                    ,40700,GCCE3049AS                              ,450
"FRIGIDAIRE GALLERY 30"" FRONT CO",NTROL ELECTRIC AIR FRY RANGE - STAINLESS,0,1799,737,71,RA,S,7,67009178,                    ,40700,GCFE3060BF                              ,0
"FRIGIDAIRE GALLERY 30"" FRONT CO",NTROL GAS AIR FRY RANGE - STAINLESS     ,0,1899,766,71,RB,S,7,67009201,                    ,40700,GCFG3060BF                              ,0
"FRIGIDAIRE 36"" GAS COOKTOP - BL",ACK                                     ,0,1099,700,72,RE,S,7,67009227,                    ,40700,FCCG3627AB                              ,700
FRIGIDAIRE D/W  WAS FFID2426TS ,                                        ,0,449,319,75,RK,S,7,67009243,                    ,40700,FDPH4316AS                              ,319
FRIGIDAIRE ELEC RANGE          ,                                        ,0,699,440,71,RA,S,7,67009293,                    ,40700,FCRE3083AS                              ,440
DOOR REVERSAL KIT              ,                                        ,0,599,314.99,78,RZ,N,7,67009300,                    ,40700,912001316,314.99
FRIGIDAIRE FRONT CONTROL D/W / ,WAS FFCD2418US / STAINLESS              ,0,394,275,75,RK,S,7,67009326,                    ,40700,FDPC4314AS                              ,275
FRIG GALLERY DISHWASHER / WAS F,GID2476/2479SF                          ,0,715,500,75,RK,S,7,67009334,                    ,40700,GDSH4715AF                              ,500
ELECTROLUX 8.0CF ELECTRIC DRYER, - I-Q TOUCH CONTROLS - WHITE           ,0,979,735.38,77,RU,S,7,70000212,                    ,40700,EIMED55IIW                              ,683
ELECTROLUX DOUBLE TRIM FOR ALL ,"FRIG/FREEZER - 75"" OR 79"" HEIGHT        ",0,399,264.35,78,RZ,N,7,70000345,                    ,40700,TRIMKITSS2                              ,238
ELECTROLUX STACK KIT           ,                                        ,0,40,23.12,78,RZ,N,7,70000650,                    ,80985,STACKIT7X                               ,20
"ELECTROLUX 24"" UNDERCOUNTER BEV",ERAGE CENTER - SST                      ,0,1199,962,76,RR,S,7,70000999,                    ,40700,EI24BC15VS                              ,841
ELECTROLUX 19CF SINGLE DOOR REF,RIGERATOR - STAINLESS                   ,0,2999,1979,76,RQ,S,7,70001054,                    ,40700,EI33AR80WS                              ,0
ELECTROLUX 19CF SINGLE DOOR FRE,EZER - STAINLESS                        ,0,2999,1979,76,RQ,S,7,70001062,                    ,40700,EI33AF80WS                              ,0
ELECTROLUX 45DBA TOP CONTROL DI,SHWASHER - STAINLESS                    ,0,999,679,75,RK,S,7,70001096,                    ,40700,EDSH4944AS                              ,699
ELECTROLUX 8.0CF FRONT LOAD STE,AM DRYER - WHITE                        ,0,1075,750,77,RT,S,7,70001202,                    ,40700,ELFE7637AW                              ,750
ELECTROLUX 4.5CF FRONT LOAD STE,AM WASHER - WHITE                       ,0,1075,750,77,RU,S,7,70001210,                    ,40700,EFLW7637AW                              ,750
"ELECTROLUX 36"" DUAL FUEL RANGE ",- STAINLESS                             ,0,6299,2924,71,RD,S,7,70001244,                    ,40700,ECFD3668AS                              ,3919
ELECTROLUX 22CF 4DOOR FRENCH DO,OR REFRIGERATOR - STAINLESS             ,0,3999,2274,76,RO,S,7,70001286,                    ,40700,ERMC2295AS                              ,2274
"ELECTROLUX 79"" DUAL FLAT TRIM K",IT - STAINLESS                          ,0,799,425.67,78,RZ,S,7,70001319,                    ,40700,TRMKTSS2FL79                            ,539
"ELECTROLUX 84"" SINGLE LOUVERED ",TRIM KIT - STAINLESS                    ,0,699,427,78,RZ,S,7,70001327,                    ,40700,TRMKTSS1LV84                            ,427
"ELECTROLUX 30"" MICRO OVEN COMBO", - STAINLESS                            ,0,6999,4049,74,RI,S,7,70001351,                    ,40700,ECWM3012AS                              ,4049
"ELECTROLUX 30"" BUILT IN MICROWA",VE OVEN W/DROP DOWN DOOR - STAINLESS    ,0,1999,1139,79,RZ,S,7,70001377,                    ,40700,EMBD3010AS                              ,1139
SUB ZERO STAINLESS PANELS-632  ,                                        ,0,342,342,83,AA,N,9,70100575,                    ,40701,FP632SS                                 ,240
WOLF 36: RANGE HOOD- SS        ,                                        ,0,1985,1325,73,RG,S,7,70102224,                    ,40701,W362418S                                ,1509
"WOLF BAKING STONE 36"" SIZE     ",                                        ,0,110,92.9,78,RZ,N,9,70103032,                    ,40701,BSTONE36                                ,80
INDEP. 1200CFM INTERNAL MOTOR  ,                                        ,0,489,442,78,RZ,S,9,70103967,                    ,40701,CFM1200                                 ,378
"INDEPENDENT 34""HOOD LINER-SS   ",                                        ,0,926,511,83,AA,S,9,70104262,                    ,40701,PMLSS-34-SS                             ,602
"WOLF 30"" WARMING DRAWER        ",                                        ,0,2330,1865,70,RY,S,7,70104858,                    ,40701,WWD30                                   ,1665
"WOLF 36"" SEALED 6 BRN RANGETOP ",                                        ,0,4515,3115,72,RE,S,7,70104874,                    ,40701,SRT366                                  ,3115
"WOLF 48"" 6 BURNER/GRIDDLE RANGE",TOP - SEALED BURNERS                    ,0,5290,4500,72,RE,S,7,70105179,                    ,40701,SRT486G                                 ,4020
"WOLF 36"" RNG TOP SEALED BURNERS",                                        ,0,4945,4209,72,RE,S,7,70105260,                    ,40701,SRT364G                                 ,3759
SUB ZERO SST PNL KIT FOR 427R  ,                                        ,0,740,530,83,AA,N,9,70105319,                    ,40701,FP4480GLRH/S                            ,530
"WOLF 42""HOOD LINER             ",                                        ,0,1245,1045,73,RG,S,7,70105666,                    ,40701,PL402212                                ,1045
